"SK_ID_PREV","SK_ID_CURR","NAME_CONTRACT_TYPE","AMT_ANNUITY","AMT_APPLICATION","AMT_CREDIT","AMT_DOWN_PAYMENT","AMT_GOODS_PRICE","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","FLAG_LAST_APPL_PER_CONTRACT","NFLAG_LAST_APPL_IN_DAY","RATE_DOWN_PAYMENT","RATE_INTEREST_PRIMARY","RATE_INTEREST_PRIVILEGED","NAME_CASH_LOAN_PURPOSE","NAME_CONTRACT_STATUS","DAYS_DECISION","NAME_PAYMENT_TYPE","CODE_REJECT_REASON","NAME_TYPE_SUITE","NAME_CLIENT_TYPE","NAME_GOODS_CATEGORY","NAME_PORTFOLIO","NAME_PRODUCT_TYPE","CHANNEL_TYPE","SELLERPLACE_AREA","NAME_SELLER_INDUSTRY","CNT_PAYMENT","NAME_YIELD_GROUP","PRODUCT_COMBINATION","DAYS_FIRST_DRAWING","DAYS_FIRST_DUE","DAYS_LAST_DUE_1ST_VERSION","DAYS_LAST_DUE","DAYS_TERMINATION","NFLAG_INSURED_ON_APPROVAL"
1851467,100235,"Cash loans",21252.735,211500,267336,NA,211500,"MONDAY",13,"Y",1,NA,NA,NA,"XNA","Refused",-114,"Cash through the bank","HC","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",24,"high","Cash X-Sell: high",NA,NA,NA,NA,NA,NA
1240272,100311,"Cash loans",29338.47,306000,378805.5,NA,306000,"SATURDAY",8,"Y",1,NA,NA,NA,"XNA","Approved",-911,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",18,"middle","Cash X-Sell: middle",365243,-881,-371,-461,-455,1
2483910,100311,"Revolving loans",16875,337500,337500,NA,337500,"MONDAY",13,"Y",1,NA,NA,NA,"XAP","Refused",-216,"XNA","HC","Unaccompanied","Repeater","XNA","Cards","x-sell","Credit and cash offices",-1,"XNA",0,"XNA","Card X-Sell",NA,NA,NA,NA,NA,NA
1818678,100274,"Revolving loans",22500,0,450000,NA,NA,"THURSDAY",10,"Y",1,NA,NA,NA,"XAP","Approved",-802,"XNA","XAP","","Repeater","XNA","Cards","x-sell","Credit and cash offices",-1,"XNA",0,"XNA","Card X-Sell",365243,365243,365243,365243,365243,0
1911320,100197,"Revolving loans",13500,270000,270000,NA,270000,"SATURDAY",11,"Y",1,NA,NA,NA,"XAP","Approved",-646,"XNA","XAP","","Repeater","XNA","Cards","walk-in","Credit and cash offices",-1,"XNA",0,"XNA","Card Street",-645,-596,365243,365243,365243,0
2766865,100386,"Revolving loans",NA,0,0,NA,NA,"SATURDAY",7,"Y",1,NA,NA,NA,"XAP","Canceled",-139,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Card Street",NA,NA,NA,NA,NA,NA
1422025,100645,"Consumer loans",9305.37,92146.5,91687.5,9216,92146.5,"MONDAY",14,"Y",1,0.0994718896587514,NA,NA,"XAP","Refused",-675,"Cash through the bank","HC","","Repeater","Mobile","POS","XNA","Country-wide",28,"Connectivity",12,"middle","POS mobile with interest",NA,NA,NA,NA,NA,NA
2160324,100674,"Cash loans",NA,0,0,NA,NA,"WEDNESDAY",15,"Y",1,NA,NA,NA,"XNA","Canceled",-401,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1709189,100219,"Cash loans",NA,0,0,NA,NA,"MONDAY",14,"Y",1,NA,NA,NA,"XNA","Canceled",-172,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1077565,100039,"Cash loans",52513.515,1350000,1487214,NA,1350000,"MONDAY",14,"Y",1,NA,NA,NA,"Buying a used car","Approved",-695,"Cash through the bank","XAP","Unaccompanied","Refreshed","XNA","Cash","walk-in","Channel of corporate sales",-1,"XNA",42,"low_normal","Cash Street: low",365243,-665,565,-455,-446,1
1449373,100921,"Cash loans",10489.095,103500,130819.5,NA,103500,"TUESDAY",11,"Y",1,NA,NA,NA,"XNA","Approved",-725,"Cash through the bank","XAP","Unaccompanied","Refreshed","XNA","Cash","x-sell","Credit and cash offices",0,"XNA",18,"middle","Cash X-Sell: middle",365243,-695,-185,-185,-181,1
1348819,100189,"Cash loans",NA,0,0,NA,NA,"THURSDAY",9,"Y",1,NA,NA,NA,"XNA","Canceled",-294,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2292952,100365,"Cash loans",NA,0,0,NA,NA,"WEDNESDAY",9,"Y",1,NA,NA,NA,"XNA","Canceled",-58,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2259041,100346,"Cash loans",8981.82,45000,46485,0,45000,"SUNDAY",11,"Y",1,0,NA,NA,"XNA","Approved",-2490,"Cash through the bank","XAP","Family","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",6,"high","Cash Street: high",365243,-2460,-2310,-2310,-2308,1
1246897,100221,"Cash loans",NA,0,0,NA,NA,"TUESDAY",9,"Y",1,NA,NA,NA,"XNA","Canceled",-364,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2056131,100930,"Consumer loans",17102.79,168750,183231,0,168750,"MONDAY",17,"Y",1,0,NA,NA,"XAP","Approved",-179,"Cash through the bank","XAP","Spouse, partner","Repeater","Furniture","POS","XNA","Regional / Local",1000,"Furniture",12,"low_normal","POS industry with interest",365243,-149,181,365243,365243,1
1055553,100714,"Consumer loans",16246.71,86940,89415,0,86940,"THURSDAY",7,"Y",1,0,NA,NA,"XAP","Approved",-758,"Non-cash from your account","XAP","","Repeater","Furniture","POS","XNA","Stone",270,"Furniture",6,"middle","POS industry with interest",365243,-721,-571,-571,-566,0
2382863,100350,"Cash loans",15270.3,135000,143910,NA,135000,"SATURDAY",9,"Y",1,NA,NA,NA,"Urgent needs","Approved",-191,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","walk-in","Credit and cash offices",-1,"XNA",12,"middle","Cash Street: middle",NA,NA,NA,NA,NA,NA
1742832,100551,"Cash loans",NA,0,0,NA,NA,"TUESDAY",16,"Y",1,NA,NA,NA,"XNA","Canceled",-205,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1298633,100174,"Consumer loans",9937.71,138483,96934.5,41548.5,138483,"SATURDAY",18,"Y",1,0.326755584702553,NA,NA,"XAP","Approved",-307,"XNA","XAP","","New","Construction Materials","POS","XNA","Stone",50,"Construction",12,"middle","POS industry with interest",365243,-273,57,-153,-145,0
2511117,100523,"Consumer loans",5040.54,64651.5,74893.5,0,64651.5,"SATURDAY",10,"Y",1,0,NA,NA,"XAP","Approved",-700,"Cash through the bank","XAP","","Repeater","Audio/Video","POS","XNA","Country-wide",1073,"Consumer electronics",18,"low_normal","POS household with interest",365243,-669,-159,-669,-664,0
2659109,100991,"Consumer loans",6548.625,83650.5,86967,9000,83650.5,"THURSDAY",10,"Y",1,0.102137382452491,NA,NA,"XAP","Approved",-2499,"Cash through the bank","XAP","Family","New","Consumer Electronics","POS","XNA","Country-wide",2385,"Consumer electronics",20,"high","POS household with interest",365243,-2468,-1898,-2108,-2104,1
2650575,100540,"Cash loans",6714,54000,61128,NA,54000,"SUNDAY",5,"Y",1,NA,NA,NA,"XNA","Refused",-184,"Cash through the bank","HC","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",12,"middle","Cash X-Sell: middle",NA,NA,NA,NA,NA,NA
2393226,100243,"Consumer loans",8130.825,41503.5,43969.5,0,41503.5,"FRIDAY",16,"Y",1,0,NA,NA,"XAP","Approved",-93,"XNA","XAP","Family","Repeater","Audio/Video","POS","XNA","Stone",145,"Consumer electronics",6,"middle","POS household with interest",365243,-63,87,365243,365243,1
1632479,100813,"Consumer loans",3361.005,26955,16483.5,11250,26955,"SATURDAY",10,"Y",1,0.441786025105837,NA,NA,"XAP","Refused",-2022,"XNA","LIMIT","","Repeater","Mobile","POS","XNA","Country-wide",16,"Connectivity",6,"high","POS mobile with interest",NA,NA,NA,NA,NA,NA
2614080,100092,"Consumer loans",5197.005,47245.5,47245.5,0,47245.5,"WEDNESDAY",6,"Y",1,0,NA,NA,"XAP","Approved",-755,"Cash through the bank","XAP","","Repeater","Construction Materials","POS","XNA","Stone",384,"Furniture",10,"low_normal","POS industry with interest",365243,-723,-453,-453,-450,0
1545034,100482,"Revolving loans",4500,0,765000,NA,NA,"SATURDAY",11,"N",0,NA,NA,NA,"XAP","Refused",-396,"XNA","HC","","Repeater","XNA","Cards","x-sell","AP+ (Cash loan)",3,"XNA",0,"XNA","Card X-Sell",NA,NA,NA,NA,NA,NA
2422491,100482,"Revolving loans",4500,0,765000,NA,NA,"SATURDAY",11,"N",0,NA,NA,NA,"XAP","Refused",-396,"XNA","HC","","Repeater","XNA","Cards","x-sell","AP+ (Cash loan)",3,"XNA",0,"XNA","Card X-Sell",NA,NA,NA,NA,NA,NA
1787060,100311,"Cash loans",6535.8,45000,55075.5,NA,45000,"MONDAY",9,"Y",1,NA,NA,NA,"XNA","Approved",-1098,"Cash through the bank","XAP","Unaccompanied","New","XNA","Cash","walk-in","Credit and cash offices",-1,"XNA",12,"high","Cash Street: high",365243,-1068,-738,-738,-735,1
1482662,100856,"Consumer loans",6714.945,71955,83353.5,0,71955,"THURSDAY",15,"Y",1,0,NA,NA,"XAP","Refused",-355,"Cash through the bank","LIMIT","","Repeater","Consumer Electronics","POS","XNA","Regional / Local",70,"Consumer electronics",18,"high","POS household with interest",NA,NA,NA,NA,NA,NA
1232249,100528,"Consumer loans",2772.99,19750.5,19750.5,0,19750.5,"MONDAY",9,"Y",1,0,NA,NA,"XAP","Approved",-802,"Cash through the bank","XAP","","Repeater","Mobile","POS","XNA","Country-wide",60,"Connectivity",10,"high","POS mobile with interest",365243,-762,-492,-492,-488,0
2263860,100493,"Consumer loans",NA,70380,70380,0,70380,"WEDNESDAY",17,"Y",1,0,NA,NA,"XAP","Refused",-1415,"Cash through the bank","LIMIT","","Repeater","Mobile","XNA","XNA","Country-wide",31,"Connectivity",NA,"XNA","POS mobile with interest",NA,NA,NA,NA,NA,NA
1654761,100116,"Cash loans",23411.61,270000,385249.5,NA,270000,"MONDAY",11,"Y",1,NA,NA,NA,"XNA","Refused",-486,"Cash through the bank","HC","","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",36,"high","Cash X-Sell: high",NA,NA,NA,NA,NA,NA
1858936,100178,"Revolving loans",27000,540000,540000,NA,540000,"WEDNESDAY",13,"Y",1,NA,NA,NA,"XAP","Refused",-362,"XNA","HC","","Refreshed","XNA","Cards","walk-in","Credit and cash offices",-1,"XNA",0,"XNA","Card Street",NA,NA,NA,NA,NA,NA
1067281,100591,"Revolving loans",12375,247500,247500,NA,247500,"MONDAY",9,"Y",1,NA,NA,NA,"XAP","Approved",-399,"XNA","XAP","Unaccompanied","Repeater","XNA","Cards","x-sell","Credit and cash offices",-1,"XNA",0,"XNA","Card X-Sell",-231,-200,365243,365243,365243,0
1963940,100502,"Consumer loans",22146.3,206280,199336.5,20628,206280,"FRIDAY",14,"Y",1,0.102133604616778,NA,NA,"XAP","Approved",-2045,"Cash through the bank","XAP","Unaccompanied","Repeater","Construction Materials","POS","XNA","Stone",5,"Construction",10,"low_normal","POS industry with interest",365243,-2011,-1741,-1741,-1735,0
2501958,100383,"Cash loans",NA,0,0,NA,NA,"MONDAY",12,"Y",1,NA,NA,NA,"XNA","Canceled",-275,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2431286,100135,"Cash loans",NA,0,0,NA,NA,"WEDNESDAY",10,"Y",1,NA,NA,NA,"XNA","Canceled",-479,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2023031,100025,"Consumer loans",17682.975,95625,95625,0,95625,"MONDAY",17,"Y",1,0,NA,NA,"XAP","Approved",-7,"Cash through the bank","XAP","Unaccompanied","Repeater","Furniture","POS","XNA","Stone",40,"Furniture",6,"middle","POS other with interest",365243,365243,176,365243,365243,0
2038414,100615,"Cash loans",NA,0,0,NA,NA,"THURSDAY",9,"Y",1,NA,NA,NA,"XNA","Canceled",-85,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1276448,100837,"Consumer loans",11094.75,210204,246276,0,210204,"MONDAY",13,"Y",1,0,NA,NA,"XAP","Approved",-387,"Cash through the bank","XAP","","Refreshed","Audio/Video","POS","XNA","Regional / Local",405,"Consumer electronics",24,"low_action","POS household without interest",365243,-356,334,365243,365243,0
1946367,100934,"Consumer loans",9329.265,69745.5,67189.5,6975,69745.5,"TUESDAY",11,"Y",1,0.102426485594983,NA,NA,"XAP","Approved",-765,"Cash through the bank","XAP","Family","New","Consumer Electronics","POS","XNA","Regional / Local",40,"Consumer electronics",8,"low_normal","POS household with interest",365243,-734,-524,-524,-522,0
1605984,100164,"Cash loans",NA,0,0,NA,NA,"FRIDAY",15,"Y",1,NA,NA,NA,"XNA","Canceled",-215,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1716087,100484,"Consumer loans",59004,9e+05,9e+05,0,9e+05,"MONDAY",14,"Y",1,0,NA,NA,"XAP","Approved",-541,"Cash through the bank","XAP","","Repeater","Furniture","POS","XNA","Stone",100,"Furniture",18,"low_normal","POS industry with interest",365243,-509,1,365243,365243,0
1540045,100769,"Revolving loans",5625,112500,112500,NA,112500,"TUESDAY",13,"Y",1,NA,NA,NA,"XAP","Approved",-159,"XNA","XAP","Unaccompanied","Repeater","XNA","Cards","x-sell","Credit and cash offices",-1,"XNA",0,"XNA","Card X-Sell",NA,NA,NA,NA,NA,NA
1711693,100551,"Cash loans",16595.46,472500,547344,NA,472500,"WEDNESDAY",16,"Y",1,NA,NA,NA,"XNA","Approved",-414,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",48,"low_action","Cash X-Sell: low",365243,-384,1026,365243,365243,1
2209233,100311,"Cash loans",NA,0,0,NA,NA,"MONDAY",7,"Y",1,NA,NA,NA,"XNA","Canceled",-559,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1280307,100498,"Consumer loans",7554.015,76320,77733,7650,76320,"FRIDAY",7,"Y",1,0.0975785045564744,NA,NA,"XAP","Approved",-2112,"Cash through the bank","XAP","Unaccompanied","New","Consumer Electronics","POS","XNA","Regional / Local",157,"Consumer electronics",16,"high","POS household with interest",365243,-2081,-1631,-1631,-1627,0
1180938,100605,"Consumer loans",4129.83,91570.5,91570.5,0,91570.5,"WEDNESDAY",15,"Y",1,0,NA,NA,"XAP","Approved",-1402,"Cash through the bank","XAP","Other_A","Refreshed","Audio/Video","POS","XNA","Country-wide",2100,"Consumer electronics",24,"low_action","POS household without interest",365243,-1371,-681,-891,-887,0
1601352,100423,"Cash loans",NA,0,0,NA,NA,"MONDAY",12,"Y",1,NA,NA,NA,"XNA","Canceled",-289,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2023616,100623,"Cash loans",24354,270000,291919.5,NA,270000,"TUESDAY",14,"Y",1,NA,NA,NA,"XNA","Approved",-773,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",18,"high","Cash X-Sell: high",365243,-743,-233,-533,-523,1
2289097,100574,"Cash loans",NA,0,0,NA,NA,"TUESDAY",12,"Y",1,NA,NA,NA,"XNA","Canceled",-7,"XNA","XAP","","Refreshed","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2498806,100463,"Cash loans",26655.39,652500,742077,NA,652500,"WEDNESDAY",10,"Y",1,NA,NA,NA,"XNA","Approved",-289,"Cash through the bank","XAP","","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",48,"low_normal","Cash X-Sell: low",365243,-259,1151,365243,365243,1
2163371,100675,"Cash loans",NA,0,0,NA,NA,"WEDNESDAY",9,"Y",1,NA,NA,NA,"XNA","Canceled",-391,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1188167,100484,"Consumer loans",10520.82,57555,50958,9000,57555,"SATURDAY",15,"Y",1,0.163478071013346,NA,NA,"XAP","Approved",-1705,"Cash through the bank","XAP","Family","Repeater","Photo / Cinema Equipment","POS","XNA","Country-wide",20,"Connectivity",6,"high","POS mobile with interest",365243,-1674,-1524,-1524,-1515,0
1568031,100558,"Cash loans",7395.66,117000,132444,NA,117000,"MONDAY",14,"Y",1,NA,NA,NA,"XNA","Approved",-211,"Cash through the bank","XAP","Unaccompanied","Refreshed","XNA","Cash","x-sell","AP+ (Cash loan)",2,"XNA",24,"low_normal","Cash X-Sell: low",365243,-181,509,365243,365243,1
1989636,100363,"Consumer loans",22582.395,121410,127822.5,0,121410,"FRIDAY",12,"Y",1,0,NA,NA,"XAP","Approved",-563,"Cash through the bank","XAP","","New","Clothing and Accessories","POS","XNA","Stone",46,"Clothing",6,"low_normal","POS industry with interest",365243,-530,-380,-380,-372,0
2182322,100652,"Cash loans",NA,0,0,NA,NA,"FRIDAY",11,"Y",1,NA,NA,NA,"XNA","Canceled",-511,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2662028,100938,"Cash loans",NA,0,0,NA,NA,"TUESDAY",18,"Y",1,NA,NA,NA,"XNA","Canceled",-422,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",0,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2043423,100800,"Cash loans",NA,0,0,NA,NA,"WEDNESDAY",9,"Y",1,NA,NA,NA,"XNA","Canceled",-352,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1292560,100916,"Consumer loans",15362.595,143550,143550,0,143550,"SATURDAY",15,"Y",1,0,NA,NA,"XAP","Approved",-133,"XNA","XAP","Unaccompanied","Repeater","Furniture","POS","XNA","Stone",80,"Furniture",12,"middle","POS industry with interest",365243,-99,231,365243,365243,0
2833363,100686,"Consumer loans",20207.88,171450,183708,0,171450,"WEDNESDAY",13,"Y",1,0,NA,NA,"XAP","Approved",-562,"XNA","XAP","","Repeater","Medical Supplies","POS","XNA","Regional / Local",364,"Industry",10,"low_normal","POS other with interest",365243,-529,-259,-259,-257,0
1717325,100839,"Revolving loans",6750,135000,135000,NA,135000,"TUESDAY",10,"Y",1,NA,NA,NA,"XAP","Approved",-284,"XNA","XAP","Unaccompanied","New","XNA","Cards","walk-in","Credit and cash offices",-1,"XNA",0,"XNA","Card Street",-282,-239,365243,365243,365243,0
2554483,100524,"Cash loans",NA,0,0,NA,NA,"SATURDAY",15,"Y",1,NA,NA,NA,"XNA","Canceled",-290,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1437162,100299,"Cash loans",15737.985,135000,143910,0,135000,"WEDNESDAY",13,"Y",1,0,NA,NA,"XNA","Approved",-2383,"XNA","XAP","","Repeater","XNA","Cash","x-sell","Country-wide",-1,"Consumer electronics",12,"high","Cash Street: high",365243,-2353,-2023,-2023,-1595,1
2258730,100749,"Consumer loans",13955.49,137700,149512.5,0,137700,"WEDNESDAY",16,"Y",1,0,NA,NA,"XAP","Approved",-411,"Cash through the bank","XAP","","Repeater","Clothing and Accessories","POS","XNA","Stone",400,"Furniture",12,"low_normal","POS industry with interest",365243,-380,-50,-50,-43,0
2652292,100676,"Consumer loans",3285.315,36270,36270,0,36270,"SATURDAY",16,"Y",1,0,NA,NA,"XAP","Approved",-416,"XNA","XAP","","Repeater","Audio/Video","POS","XNA","Country-wide",100,"Consumer electronics",12,"low_action","POS household without interest",365243,-385,-55,-175,-170,0
2422638,100429,"Consumer loans",NA,102015,102015,0,102015,"WEDNESDAY",16,"Y",1,0,NA,NA,"XAP","Unused offer",-543,"Cash through the bank","CLIENT","","Repeater","Computers","XNA","XNA","Country-wide",65,"Connectivity",NA,"XNA","POS mobile with interest",NA,NA,NA,NA,NA,NA
2036029,100775,"Consumer loans",3892.365,31182.93,34269.93,0,31182.93,"MONDAY",14,"Y",1,0,NA,NA,"XAP","Approved",-517,"Cash through the bank","XAP","","Repeater","Mobile","POS","XNA","Country-wide",-1,"Connectivity",10,"low_normal","POS mobile without interest",365243,-475,-205,-265,-259,0
1536641,100466,"Cash loans",22778.64,405000,451777.5,NA,405000,"SATURDAY",13,"Y",1,NA,NA,NA,"XNA","Approved",-702,"Cash through the bank","XAP","","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",30,"middle","Cash X-Sell: middle",365243,-672,198,-312,-309,1
1538161,100566,"Consumer loans",15920.91,145494,157977,0,145494,"SATURDAY",9,"Y",1,0,NA,NA,"XAP","Approved",-313,"Cash through the bank","XAP","Family","Repeater","Consumer Electronics","POS","XNA","Country-wide",1402,"Consumer electronics",12,"middle","POS household with interest",365243,-283,47,365243,365243,1
2643361,100160,"Consumer loans",24075.63,174271.5,174271.5,0,174271.5,"FRIDAY",14,"Y",1,0,NA,NA,"XAP","Approved",-7,"Cash through the bank","XAP","","Refreshed","Mobile","POS","XNA","Country-wide",100,"Connectivity",10,"high","POS mobile with interest",365243,365243,300,365243,365243,0
2443792,100905,"Revolving loans",9000,180000,180000,NA,180000,"SATURDAY",11,"Y",1,NA,NA,NA,"XAP","Refused",-223,"XNA","HC","Family","Repeater","XNA","Cards","x-sell","Credit and cash offices",-1,"XNA",0,"XNA","Card X-Sell",NA,NA,NA,NA,NA,NA
1042376,100290,"Cash loans",29971.035,450000,640080,NA,450000,"TUESDAY",14,"Y",1,NA,NA,NA,"XNA","Refused",-65,"Cash through the bank","HC","Unaccompanied","Repeater","XNA","Cash","x-sell","AP+ (Cash loan)",8,"XNA",48,"middle","Cash X-Sell: middle",NA,NA,NA,NA,NA,NA
2364275,100666,"Consumer loans",NA,38610,38610,0,38610,"SUNDAY",13,"Y",1,0,NA,NA,"XAP","Refused",-1461,"Cash through the bank","XNA","","Repeater","Mobile","XNA","XNA","Country-wide",72,"Connectivity",NA,"XNA","POS mobile with interest",NA,NA,NA,NA,NA,NA
2256622,100054,"Consumer loans",8896.23,95310,95310,0,95310,"SATURDAY",14,"Y",1,0,NA,NA,"XAP","Approved",-480,"Cash through the bank","XAP","Unaccompanied","Repeater","Computers","POS","XNA","Stone",19,"Consumer electronics",12,"low_normal","POS household with interest",365243,-445,-115,-115,-108,0
2623262,100185,"Cash loans",14183.1,135000,135000,NA,135000,"TUESDAY",11,"Y",1,NA,NA,NA,"XNA","Approved",-1201,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",12,"middle","Cash X-Sell: middle",365243,-1171,-841,-841,-832,0
1395207,100273,"Cash loans",54266.85,1156500,1290838.5,NA,1156500,"THURSDAY",10,"Y",1,NA,NA,NA,"XNA","Approved",-678,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",48,"middle","Cash X-Sell: middle",365243,-648,762,365243,365243,1
2447853,100154,"Consumer loans",5326.47,39591,38569.5,3960,39591,"THURSDAY",11,"Y",1,0.101407258491165,NA,NA,"XAP","Approved",-1946,"Cash through the bank","XAP","","New","Mobile","POS","XNA","Country-wide",47,"Connectivity",10,"high","POS mobile with interest",365243,-1911,-1641,-1641,-1635,0
2628681,100375,"Consumer loans",4756.545,76005,92056.5,0,76005,"THURSDAY",8,"Y",1,0,NA,NA,"XAP","Approved",-349,"Cash through the bank","XAP","","New","Consumer Electronics","POS","XNA","Stone",2000,"Consumer electronics",24,"low_normal","POS household with interest",365243,-318,372,365243,365243,0
2812752,100328,"Consumer loans",26149.95,236925,265995,0,236925,"MONDAY",13,"Y",1,0,NA,NA,"XAP","Approved",-715,"Cash through the bank","XAP","Family","New","Furniture","POS","XNA","Stone",1693,"Construction",12,"middle","POS industry with interest",365243,-677,-347,-347,-345,0
1475262,100972,"Consumer loans",4848.525,26955,23580,3375,26955,"TUESDAY",13,"Y",1,0.136363636363636,NA,NA,"XAP","Approved",-612,"Cash through the bank","XAP","","New","Mobile","POS","XNA","Country-wide",50,"Connectivity",6,"high","POS mobile with interest",365243,-573,-423,-483,-467,0
1592156,100270,"Consumer loans",11739.195,78525,85005,0,78525,"SATURDAY",14,"Y",1,0,NA,NA,"XAP","Approved",-2124,"Cash through the bank","XAP","Other_B","New","Clothing and Accessories","POS","XNA","Country-wide",1782,"Clothing",10,"high","POS industry with interest",365243,-2093,-1823,-1823,-1815,0
2813633,100262,"Consumer loans",14316.255,285660,317785.5,0,285660,"TUESDAY",15,"Y",1,0,NA,NA,"XAP","Approved",-830,"Cash through the bank","XAP","Other_A","New","Audio/Video","POS","XNA","Country-wide",450,"Consumer electronics",24,"low_action","POS household without interest",365243,-799,-109,-109,-104,0
1960131,100993,"Cash loans",15036.975,225000,276975,NA,225000,"TUESDAY",14,"Y",1,NA,NA,NA,"XNA","Approved",-1159,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",42,"high","Cash X-Sell: high",365243,-1129,101,-799,-790,1
2556129,100493,"Cash loans",NA,0,0,NA,NA,"SATURDAY",14,"Y",1,NA,NA,NA,"XNA","Canceled",-145,"XNA","XAP","","Repeater","XNA","XNA","XNA","Contact center",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2302070,100946,"Cash loans",21747.825,675000,790830,NA,675000,"SUNDAY",19,"Y",1,NA,NA,NA,"XNA","Canceled",-122,"XNA","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Contact center",-1,"XNA",60,"low_normal","Cash X-Sell: low",NA,NA,NA,NA,NA,NA
1606714,100470,"Consumer loans",11468.25,110911.5,110911.5,0,110911.5,"TUESDAY",13,"Y",1,0,NA,NA,"XAP","Refused",-319,"Cash through the bank","HC","Family","New","Audio/Video","POS","XNA","Country-wide",1000,"Consumer electronics",12,"middle","POS household with interest",NA,NA,NA,NA,NA,NA
2537893,100426,"Cash loans",8981.82,45000,46485,0,45000,"THURSDAY",11,"Y",1,0,NA,NA,"XNA","Approved",-2510,"Cash through the bank","XAP","Family","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",6,"high","Cash Street: high",365243,-2480,-2330,-2330,-2325,1
